dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rider_type,riders
14-04-2021,2,0,4,1,0,4,1,1,0.38,0.3939,0.76,0.2239,registered,9
14-04-2021,2,0,4,2,0,4,1,1,0.36,0.3485,0.76,0.1343,registered,3
14-04-2021,2,0,4,3,0,4,1,1,0.34,0.3333,0.81,0.1343,registered,2
14-04-2021,2,0,4,4,0,4,1,1,0.34,0.3636,0.76,0,registered,8
14-04-2021,2,0,4,5,0,4,1,1,0.34,0.3485,0.76,0.0896,registered,12
14-04-2021,2,0,4,6,0,4,1,1,0.34,0.3485,0.76,0.1045,registered,66
14-04-2021,2,0,4,7,0,4,1,1,0.38,0.3939,0.66,0,registered,182
14-04-2021,2,0,4,8,0,4,1,1,0.42,0.4242,0.58,0.1642,registered,316
14-04-2021,2,0,4,9,0,4,1,1,0.46,0.4545,0.51,0.1343,registered,152
14-04-2021,2,0,4,10,0,4,1,1,0.5,0.4848,0.51,0.194,registered,68
14-04-2021,2,0,4,11,0,4,1,1,0.52,0.5,0.45,0.1642,registered,87
14-04-2021,2,0,4,12,0,4,1,1,0.54,0.5152,0.42,0.1343,registered,110
14-04-2021,2,0,4,13,0,4,1,1,0.56,0.5303,0.37,0.2239,registered,121
14-04-2021,2,0,4,14,0,4,1,1,0.56,0.5303,0.35,0.0896,registered,101
14-04-2021,2,0,4,15,0,4,1,1,0.6,0.6212,0.31,0.0896,registered,85
14-04-2021,2,0,4,16,0,4,1,1,0.6,0.6061,0.26,0.1045,registered,153
14-04-2021,2,0,4,17,0,4,1,1,0.6,0.6061,0.28,0,registered,338
14-04-2021,2,0,4,18,0,4,1,1,0.56,0.5303,0.3,0,registered,290
14-04-2021,2,0,4,19,0,4,1,1,0.54,0.5152,0.32,0,registered,222
14-04-2021,2,0,4,20,0,4,1,1,0.5,0.4848,0.51,0.194,registered,147
14-04-2021,2,0,4,21,0,4,1,1,0.46,0.4545,0.63,0.1343,registered,126
14-04-2021,2,0,4,22,0,4,1,1,0.48,0.4697,0.55,0.1045,registered,82
14-04-2021,2,0,4,23,0,4,1,1,0.46,0.4545,0.59,0.1045,registered,40
15-04-2021,2,0,4,0,1,5,0,1,0.44,0.4394,0.67,0,registered,21
15-04-2021,2,0,4,1,1,5,0,1,0.44,0.4394,0.62,0,registered,9
15-04-2021,2,0,4,2,1,5,0,1,0.4,0.4091,0.76,0,registered,10
15-04-2021,2,0,4,3,1,5,0,1,0.4,0.4091,0.76,0,registered,3
15-04-2021,2,0,4,4,1,5,0,1,0.38,0.3939,0.82,0.0896,registered,3
15-04-2021,2,0,4,5,1,5,0,1,0.36,0.3636,0.81,0.1045,registered,11
15-04-2021,2,0,4,6,1,5,0,1,0.36,0.3636,0.81,0.0896,registered,42
15-04-2021,2,0,4,7,1,5,0,1,0.4,0.4091,0.71,0.1642,registered,139
15-04-2021,2,0,4,8,1,5,0,1,0.44,0.4394,0.62,0.2985,registered,279
15-04-2021,2,0,4,9,1,5,0,1,0.5,0.4848,0.55,0.194,registered,162
15-04-2021,2,0,4,10,1,5,0,1,0.5,0.4848,0.55,0.194,registered,91
15-04-2021,2,0,4,11,1,5,0,1,0.52,0.5,0.55,0.194,registered,95
15-04-2021,2,0,4,12,1,5,0,1,0.52,0.5,0.55,0.2836,registered,155
15-04-2021,2,0,4,13,1,5,0,1,0.54,0.5152,0.52,0.2537,registered,133
15-04-2021,2,0,4,14,1,5,0,1,0.54,0.5152,0.52,0.2537,registered,106
15-04-2021,2,0,4,15,1,5,0,1,0.54,0.5152,0.52,0.4478,registered,112
15-04-2021,2,0,4,16,1,5,0,1,0.52,0.5,0.55,0.4925,registered,173
15-04-2021,2,0,4,17,1,5,0,2,0.5,0.4848,0.63,0.3881,registered,267
15-04-2021,2,0,4,18,1,5,0,2,0.46,0.4545,0.67,0.3881,registered,216
15-04-2021,2,0,4,19,1,5,0,1,0.42,0.4242,0.77,0.3881,registered,168
15-04-2021,2,0,4,20,1,5,0,2,0.4,0.4091,0.76,0.3284,registered,92
15-04-2021,2,0,4,21,1,5,0,2,0.4,0.4091,0.76,0.2985,registered,77
15-04-2021,2,0,4,22,1,5,0,2,0.38,0.3939,0.82,0.3881,registered,64
15-04-2021,2,0,4,23,1,5,0,2,0.36,0.3485,0.81,0.194,registered,56
16-04-2021,2,0,4,0,0,6,0,2,0.36,0.3485,0.81,0.2239,registered,36
16-04-2021,2,0,4,1,0,6,0,2,0.36,0.3333,0.87,0.2836,registered,28
16-04-2021,2,0,4,2,0,6,0,2,0.36,0.3485,0.87,0.1343,registered,19
16-04-2021,2,0,4,3,0,6,0,2,0.36,0.3485,0.87,0.1642,registered,9
16-04-2021,2,0,4,4,0,6,0,2,0.36,0.3485,0.87,0.2239,registered,4
16-04-2021,2,0,4,5,0,6,0,2,0.38,0.3939,0.87,0.2836,registered,3
16-04-2021,2,0,4,6,0,6,0,3,0.4,0.4091,0.82,0.3284,registered,9
16-04-2021,2,0,4,7,0,6,0,2,0.4,0.4091,0.82,0.4179,registered,18
16-04-2021,2,0,4,8,0,6,0,3,0.4,0.4091,0.87,0.3582,registered,38
16-04-2021,2,0,4,9,0,6,0,3,0.4,0.4091,1,0.2985,registered,27
16-04-2021,2,0,4,10,0,6,0,3,0.42,0.4242,0.94,0.3881,registered,21
16-04-2021,2,0,4,11,0,6,0,3,0.42,0.4242,0.94,0.4478,registered,27
16-04-2021,2,0,4,12,0,6,0,2,0.46,0.4545,0.88,0.5821,registered,26
16-04-2021,2,0,4,13,0,6,0,3,0.46,0.4545,0.94,0.5224,registered,49
16-04-2021,2,0,4,14,0,6,0,3,0.52,0.5,0.83,0.5821,registered,49
16-04-2021,2,0,4,15,0,6,0,3,0.52,0.5,0.83,0.5821,registered,62
16-04-2021,2,0,4,16,0,6,0,3,0.5,0.4848,0.88,0.4627,registered,27
16-04-2021,2,0,4,17,0,6,0,3,0.5,0.4848,0.88,0.5821,registered,14
16-04-2021,2,0,4,18,0,6,0,2,0.5,0.4848,0.94,0.3881,registered,32
16-04-2021,2,0,4,19,0,6,0,2,0.52,0.5,0.94,0.4179,registered,62
16-04-2021,2,0,4,20,0,6,0,3,0.44,0.4394,0.94,0.2239,registered,49
16-04-2021,2,0,4,21,0,6,0,2,0.44,0.4394,0.94,0,registered,13
16-04-2021,2,0,4,22,0,6,0,3,0.42,0.4242,1,0,registered,22
16-04-2021,2,0,4,23,0,6,0,2,0.44,0.4394,0.77,0.2836,registered,30
17-04-2021,2,0,4,0,0,0,0,2,0.44,0.4394,0.77,0.2836,registered,29
17-04-2021,2,0,4,1,0,0,0,1,0.42,0.4242,0.67,0.2239,registered,25
17-04-2021,2,0,4,2,0,0,0,1,0.4,0.4091,0.62,0.194,registered,25
17-04-2021,2,0,4,3,0,0,0,1,0.4,0.4091,0.66,0.1343,registered,13
17-04-2021,2,0,4,4,0,0,0,1,0.36,0.3636,0.76,0.1045,registered,5
17-04-2021,2,0,4,5,0,0,0,1,0.36,0.3485,0.71,0.1642,registered,1
17-04-2021,2,0,4,6,0,0,0,1,0.36,0.3182,0.66,0.4478,registered,5
17-04-2021,2,0,4,7,0,0,0,1,0.36,0.3333,0.5,0.3582,registered,14
17-04-2021,2,0,4,8,0,0,0,1,0.38,0.3939,0.46,0.3881,registered,36
17-04-2021,2,0,4,9,0,0,0,1,0.4,0.4091,0.43,0.2836,registered,71
17-04-2021,2,0,4,10,0,0,0,1,0.42,0.4242,0.44,0.4478,registered,120
17-04-2021,2,0,4,11,0,0,0,1,0.46,0.4545,0.41,0.4179,registered,185
17-04-2021,2,0,4,12,0,0,0,1,0.46,0.4545,0.38,0.3881,registered,187
17-04-2021,2,0,4,13,0,0,0,1,0.5,0.4848,0.34,0.3881,registered,162
17-04-2021,2,0,4,14,0,0,0,1,0.52,0.5,0.34,0.3881,registered,191
17-04-2021,2,0,4,15,0,0,0,1,0.54,0.5152,0.32,0.5224,registered,209
17-04-2021,2,0,4,16,0,0,0,1,0.54,0.5152,0.3,0.3582,registered,182
17-04-2021,2,0,4,17,0,0,0,1,0.56,0.5303,0.3,0.4478,registered,163
17-04-2021,2,0,4,18,0,0,0,1,0.56,0.5303,0.3,0.3881,registered,175
17-04-2021,2,0,4,19,0,0,0,1,0.56,0.5303,0.3,0.2985,registered,135
17-04-2021,2,0,4,20,0,0,0,1,0.52,0.5,0.36,0.194,registered,97
17-04-2021,2,0,4,21,0,0,0,1,0.5,0.4848,0.42,0.194,registered,70
17-04-2021,2,0,4,22,0,0,0,1,0.5,0.4848,0.39,0.1045,registered,49
17-04-2021,2,0,4,23,0,0,0,1,0.44,0.4394,0.67,0.1642,registered,37
18-04-2021,2,0,4,0,0,1,1,1,0.46,0.4545,0.47,0.0896,registered,24
18-04-2021,2,0,4,1,0,1,1,1,0.46,0.4545,0.47,0.1343,registered,8
18-04-2021,2,0,4,2,0,1,1,1,0.42,0.4242,0.67,0.1045,registered,2
18-04-2021,2,0,4,3,0,1,1,1,0.42,0.4242,0.62,0.1045,registered,1
18-04-2021,2,0,4,4,0,1,1,1,0.4,0.4091,0.87,0.1642,registered,4
18-04-2021,2,0,4,5,0,1,1,1,0.4,0.4091,0.76,0.0896,registered,16
18-04-2021,2,0,4,6,0,1,1,1,0.4,0.4091,0.82,0,registered,51
18-04-2021,2,0,4,7,0,1,1,1,0.46,0.4545,0.63,0,registered,156
18-04-2021,2,0,4,8,0,1,1,1,0.46,0.4545,0.63,0,registered,277
18-04-2021,2,0,4,9,0,1,1,2,0.5,0.4848,0.55,0.1045,registered,132
18-04-2021,2,0,4,10,0,1,1,2,0.52,0.5,0.55,0.1045,registered,68
18-04-2021,2,0,4,11,0,1,1,2,0.54,0.5152,0.52,0.0896,registered,87
18-04-2021,2,0,4,12,0,1,1,2,0.56,0.5303,0.49,0.0896,registered,124
18-04-2021,2,0,4,13,0,1,1,2,0.56,0.5303,0.49,0.1642,registered,128
18-04-2021,2,0,4,14,0,1,1,2,0.58,0.5455,0.49,0.194,registered,95
18-04-2021,2,0,4,15,0,1,1,2,0.6,0.6212,0.43,0.194,registered,112
18-04-2021,2,0,4,16,0,1,1,1,0.6,0.6212,0.46,0.2836,registered,165
18-04-2021,2,0,4,17,0,1,1,1,0.58,0.5455,0.49,0.2836,registered,362
18-04-2021,2,0,4,18,0,1,1,1,0.64,0.6212,0.31,0.3582,registered,321
18-04-2021,2,0,4,19,0,1,1,1,0.56,0.5303,0.46,0.2537,registered,244
18-04-2021,2,0,4,20,0,1,1,1,0.6,0.6212,0.33,0.2985,registered,136
18-04-2021,2,0,4,21,0,1,1,1,0.56,0.5303,0.37,0.2836,registered,131
18-04-2021,2,0,4,22,0,1,1,1,0.52,0.5,0.55,0.2836,registered,81
18-04-2021,2,0,4,23,0,1,1,1,0.5,0.4848,0.59,0.2537,registered,35
19-04-2021,2,0,4,0,0,2,1,1,0.5,0.4848,0.55,0.2239,registered,23
19-04-2021,2,0,4,1,0,2,1,1,0.46,0.4545,0.63,0.2239,registered,2
19-04-2021,2,0,4,2,0,2,1,1,0.46,0.4545,0.67,0.2836,registered,5
19-04-2021,2,0,4,3,0,2,1,1,0.48,0.4697,0.63,0.2239,registered,3
19-04-2021,2,0,4,4,0,2,1,1,0.46,0.4545,0.67,0.0896,registered,4
19-04-2021,2,0,4,5,0,2,1,2,0.46,0.4545,0.72,0.194,registered,17
19-04-2021,2,0,4,6,0,2,1,2,0.48,0.4697,0.67,0,registered,63
19-04-2021,2,0,4,7,0,2,1,2,0.52,0.5,0.55,0,registered,166
19-04-2021,2,0,4,8,0,2,1,2,0.5,0.4848,0.68,0.1343,registered,331
19-04-2021,2,0,4,9,0,2,1,3,0.52,0.5,0.63,0.0896,registered,139
19-04-2021,2,0,4,10,0,2,1,2,0.5,0.4848,0.72,0.2239,registered,60
19-04-2021,2,0,4,11,0,2,1,2,0.54,0.5152,0.68,0.1642,registered,53
19-04-2021,2,0,4,12,0,2,1,2,0.54,0.5152,0.64,0.0896,registered,84
19-04-2021,2,0,4,13,0,2,1,2,0.54,0.5152,0.68,0.2239,registered,103
19-04-2021,2,0,4,14,0,2,1,2,0.54,0.5152,0.64,0.194,registered,88
19-04-2021,2,0,4,15,0,2,1,2,0.54,0.5152,0.65,0.1642,registered,83
19-04-2021,2,0,4,16,0,2,1,1,0.56,0.5303,0.52,0.2985,registered,162
19-04-2021,2,0,4,17,0,2,1,1,0.56,0.5303,0.6,0.1045,registered,372
19-04-2021,2,0,4,18,0,2,1,2,0.54,0.5152,0.64,0.1343,registered,377
19-04-2021,2,0,4,19,0,2,1,2,0.5,0.4848,0.72,0.194,registered,248
19-04-2021,2,0,4,20,0,2,1,2,0.5,0.4848,0.72,0.2239,registered,148
19-04-2021,2,0,4,21,0,2,1,2,0.5,0.4848,0.72,0.1343,registered,114
19-04-2021,2,0,4,22,0,2,1,1,0.48,0.4697,0.77,0.0896,registered,109
19-04-2021,2,0,4,23,0,2,1,1,0.46,0.4545,0.88,0.0896,registered,41
20-04-2021,2,0,4,0,0,3,1,1,0.44,0.4394,0.88,0.1343,registered,29
20-04-2021,2,0,4,1,0,3,1,1,0.42,0.4242,0.94,0.1642,registered,5
20-04-2021,2,0,4,2,0,3,1,1,0.42,0.4242,0.94,0.1642,registered,2
20-04-2021,2,0,4,3,0,3,1,1,0.42,0.4242,0.94,0,registered,2
20-04-2021,2,0,4,4,0,3,1,1,0.4,0.4091,1,0.1045,registered,4
20-04-2021,2,0,4,5,0,3,1,1,0.4,0.4091,0.94,0.194,registered,14
20-04-2021,2,0,4,6,0,3,1,1,0.42,0.4242,0.94,0.1642,registered,62
20-04-2021,2,0,4,7,0,3,1,1,0.44,0.4394,0.94,0,registered,211
20-04-2021,2,0,4,8,0,3,1,1,0.62,0.6061,0.69,0.4627,registered,374
20-04-2021,2,0,4,9,0,3,1,1,0.66,0.6212,0.61,0.2836,registered,170
20-04-2021,2,0,4,10,0,3,1,1,0.62,0.6061,0.69,0.0896,registered,86
20-04-2021,2,0,4,11,0,3,1,1,0.62,0.6061,0.69,0.0896,registered,87
20-04-2021,2,0,4,12,0,3,1,1,0.7,0.6515,0.48,0.3881,registered,117
20-04-2021,2,0,4,13,0,3,1,1,0.7,0.6515,0.48,0.3881,registered,135
20-04-2021,2,0,4,14,0,3,1,1,0.74,0.6515,0.4,0.4627,registered,115
20-04-2021,2,0,4,15,0,3,1,2,0.76,0.6667,0.35,0.3582,registered,113
20-04-2021,2,0,4,16,0,3,1,2,0.76,0.6667,0.35,0.3582,registered,201
20-04-2021,2,0,4,17,0,3,1,2,0.74,0.6515,0.37,0.4179,registered,398
20-04-2021,2,0,4,18,0,3,1,1,0.74,0.6515,0.3,0.3582,registered,385
20-04-2021,2,0,4,19,0,3,1,1,0.7,0.6364,0.32,0.2537,registered,309
20-04-2021,2,0,4,20,0,3,1,1,0.68,0.6212,0.32,0.1045,registered,194
20-04-2021,2,0,4,21,0,3,1,1,0.66,0.6212,0.36,0.2836,registered,134
20-04-2021,2,0,4,22,0,3,1,1,0.62,0.6212,0.41,0.2537,registered,105
20-04-2021,2,0,4,23,0,3,1,1,0.6,0.6212,0.4,0.3284,registered,79
21-04-2021,2,0,4,0,0,4,1,1,0.56,0.5303,0.43,0.3582,registered,33
21-04-2021,2,0,4,1,0,4,1,1,0.52,0.5,0.45,0.2239,registered,20
21-04-2021,2,0,4,2,0,4,1,1,0.5,0.4848,0.42,0.3881,registered,10
21-04-2021,2,0,4,3,0,4,1,2,0.46,0.4545,0.51,0.4627,registered,3
21-04-2021,2,0,4,4,0,4,1,2,0.44,0.4394,0.54,0.4478,registered,4
21-04-2021,2,0,4,5,0,4,1,2,0.42,0.4242,0.54,0.5522,registered,14
21-04-2021,2,0,4,6,0,4,1,2,0.4,0.4091,0.58,0.5821,registered,73
21-04-2021,2,0,4,7,0,4,1,2,0.42,0.4242,0.47,0.4627,registered,183
21-04-2021,2,0,4,8,0,4,1,2,0.4,0.4091,0.5,0.4925,registered,346
21-04-2021,2,0,4,9,0,4,1,2,0.42,0.4242,0.47,0.2836,registered,178
21-04-2021,2,0,4,10,0,4,1,1,0.42,0.4242,0.44,0.3582,registered,73
21-04-2021,2,0,4,11,0,4,1,1,0.44,0.4394,0.41,0.2836,registered,99
21-04-2021,2,0,4,12,0,4,1,1,0.46,0.4545,0.38,0.1642,registered,150
21-04-2021,2,0,4,13,0,4,1,1,0.48,0.4697,0.33,0.3284,registered,122
21-04-2021,2,0,4,14,0,4,1,1,0.5,0.4848,0.34,0.3881,registered,160
21-04-2021,2,0,4,15,0,4,1,1,0.52,0.5,0.29,0.4179,registered,166
21-04-2021,2,0,4,16,0,4,1,1,0.52,0.5,0.27,0.3582,registered,228
21-04-2021,2,0,4,17,0,4,1,1,0.5,0.4848,0.29,0.1642,registered,402
21-04-2021,2,0,4,18,0,4,1,1,0.5,0.4848,0.25,0.2836,registered,381
21-04-2021,2,0,4,19,0,4,1,1,0.46,0.4545,0.28,0.2836,registered,272
21-04-2021,2,0,4,20,0,4,1,1,0.44,0.4394,0.3,0.1343,registered,176
21-04-2021,2,0,4,21,0,4,1,1,0.42,0.4242,0.47,0.194,registered,159
21-04-2021,2,0,4,22,0,4,1,1,0.42,0.4242,0.38,0.0896,registered,106
21-04-2021,2,0,4,23,0,4,1,1,0.4,0.4091,0.43,0.1045,registered,86
22-04-2021,2,0,4,0,0,5,1,1,0.36,0.3485,0.62,0.194,registered,30
22-04-2021,2,0,4,1,0,5,1,1,0.36,0.3333,0.53,0.2537,registered,22
22-04-2021,2,0,4,2,0,5,1,1,0.36,0.3333,0.53,0.2985,registered,7
22-04-2021,2,0,4,3,0,5,1,1,0.36,0.3333,0.53,0.2985,registered,2
22-04-2021,2,0,4,4,0,5,1,1,0.34,0.3182,0.53,0.2836,registered,2
22-04-2021,2,0,4,5,0,5,1,1,0.34,0.3182,0.53,0.2239,registered,16
22-04-2021,2,0,4,6,0,5,1,1,0.34,0.3182,0.53,0.2836,registered,47
22-04-2021,2,0,4,7,0,5,1,2,0.34,0.3182,0.53,0.2836,registered,175
22-04-2021,2,0,4,8,0,5,1,2,0.34,0.3182,0.53,0.2537,registered,331
22-04-2021,2,0,4,9,0,5,1,3,0.34,0.303,0.61,0.2985,registered,178
22-04-2021,2,0,4,10,0,5,1,2,0.36,0.3485,0.62,0.194,registered,104
22-04-2021,2,0,4,11,0,5,1,3,0.34,0.3333,0.66,0.194,registered,83
22-04-2021,2,0,4,12,0,5,1,3,0.34,0.3333,0.76,0.1343,registered,61
22-04-2021,2,0,4,13,0,5,1,3,0.34,0.3333,0.87,0.194,registered,37
22-04-2021,2,0,4,14,0,5,1,3,0.34,0.3182,0.87,0.2537,registered,33
22-04-2021,2,0,4,15,0,5,1,3,0.34,0.3333,0.87,0.194,registered,62
22-04-2021,2,0,4,16,0,5,1,3,0.34,0.3333,0.87,0.1343,registered,58
22-04-2021,2,0,4,17,0,5,1,3,0.32,0.303,0.93,0.2239,registered,63
22-04-2021,2,0,4,18,0,5,1,3,0.32,0.303,0.93,0.2239,registered,47
22-04-2021,2,0,4,19,0,5,1,3,0.32,0.303,0.93,0.2239,registered,48
22-04-2021,2,0,4,20,0,5,1,3,0.32,0.303,0.87,0.2239,registered,39
22-04-2021,2,0,4,21,0,5,1,3,0.3,0.303,0.93,0.1642,registered,23
22-04-2021,2,0,4,22,0,5,1,3,0.3,0.303,1,0.1343,registered,21
22-04-2021,2,0,4,23,0,5,1,3,0.32,0.3333,0.93,0.1045,registered,17
23-04-2021,2,0,4,0,0,6,0,2,0.32,0.3182,1,0.194,registered,18
23-04-2021,2,0,4,1,0,6,0,2,0.32,0.3182,1,0.194,registered,11
23-04-2021,2,0,4,2,0,6,0,3,0.32,0.3333,1,0.1343,registered,14
23-04-2021,2,0,4,3,0,6,0,3,0.32,0.3333,1,0.0896,registered,4
23-04-2021,2,0,4,4,0,6,0,3,0.34,0.3636,1,0,registered,3
23-04-2021,2,0,4,5,0,6,0,3,0.34,0.3636,1,0,registered,6
23-04-2021,2,0,4,6,0,6,0,2,0.34,0.3333,1,0.1642,registered,11
23-04-2021,2,0,4,7,0,6,0,3,0.34,0.3333,1,0.1642,registered,17
23-04-2021,2,0,4,8,0,6,0,2,0.36,0.3333,1,0.2537,registered,32
23-04-2021,2,0,4,9,0,6,0,2,0.38,0.3939,0.94,0.2985,registered,55
23-04-2021,2,0,4,10,0,6,0,2,0.42,0.4242,0.88,0.2239,registered,93
23-04-2021,2,0,4,11,0,6,0,2,0.46,0.4545,0.88,0.2239,registered,164
23-04-2021,2,0,4,12,0,6,0,1,0.52,0.5,0.83,0.4179,registered,197
23-04-2021,2,0,4,13,0,6,0,1,0.52,0.5,0.83,0.3881,registered,186
23-04-2021,2,0,4,14,0,6,0,1,0.58,0.5455,0.78,0.3582,registered,209
23-04-2021,2,0,4,15,0,6,0,1,0.6,0.5909,0.73,0.3881,registered,226
23-04-2021,2,0,4,16,0,6,0,1,0.6,0.5909,0.73,0.2836,registered,246
23-04-2021,2,0,4,17,0,6,0,1,0.6,0.5909,0.73,0.3284,registered,215
23-04-2021,2,0,4,18,0,6,0,1,0.58,0.5455,0.78,0.194,registered,227
23-04-2021,2,0,4,19,0,6,0,1,0.56,0.5303,0.83,0.2836,registered,199
23-04-2021,2,0,4,20,0,6,0,2,0.54,0.5152,0.88,0.2537,registered,138
23-04-2021,2,0,4,21,0,6,0,2,0.56,0.5303,0.83,0.2836,registered,103
23-04-2021,2,0,4,22,0,6,0,2,0.58,0.5455,0.78,0.2537,registered,114
23-04-2021,2,0,4,23,0,6,0,2,0.54,0.5152,0.88,0.1642,registered,86
24-04-2021,2,0,4,0,0,0,0,1,0.52,0.5,0.83,0.2239,registered,66
24-04-2021,2,0,4,1,0,0,0,1,0.5,0.4848,0.88,0.194,registered,40
24-04-2021,2,0,4,2,0,0,0,1,0.5,0.4848,0.88,0.194,registered,45
24-04-2021,2,0,4,3,0,0,0,1,0.5,0.4848,0.94,0.0896,registered,20
24-04-2021,2,0,4,4,0,0,0,1,0.5,0.4848,0.94,0.0896,registered,5
24-04-2021,2,0,4,5,0,0,0,1,0.5,0.4848,0.94,0.0896,registered,7
24-04-2021,2,0,4,6,0,0,0,2,0.5,0.4848,1,0,registered,3
24-04-2021,2,0,4,7,0,0,0,2,0.5,0.4848,1,0,registered,11
24-04-2021,2,0,4,8,0,0,0,1,0.52,0.5,0.94,0.2239,registered,42
24-04-2021,2,0,4,9,0,0,0,1,0.56,0.5303,0.88,0.2537,registered,104
24-04-2021,2,0,4,10,0,0,0,1,0.6,0.5758,0.78,0.1642,registered,171
24-04-2021,2,0,4,11,0,0,0,1,0.66,0.6212,0.65,0.1343,registered,193
24-04-2021,2,0,4,12,0,0,0,1,0.68,0.6364,0.65,0.2537,registered,220
24-04-2021,2,0,4,13,0,0,0,1,0.7,0.6515,0.58,0.2836,registered,236
24-04-2021,2,0,4,14,0,0,0,1,0.7,0.6515,0.54,0.3284,registered,223
24-04-2021,2,0,4,15,0,0,0,1,0.66,0.6212,0.61,0.2537,registered,202
24-04-2021,2,0,4,16,0,0,0,1,0.74,0.6667,0.48,0.3881,registered,197
24-04-2021,2,0,4,17,0,0,0,1,0.66,0.6212,0.65,0.2985,registered,189
24-04-2021,2,0,4,18,0,0,0,1,0.64,0.6061,0.69,0.1642,registered,174
24-04-2021,2,0,4,19,0,0,0,3,0.6,0.5606,0.83,0.2836,registered,132
24-04-2021,2,0,4,20,0,0,0,3,0.6,0.5606,0.83,0.2836,registered,71
24-04-2021,2,0,4,21,0,0,0,3,0.54,0.5152,0.94,0.1642,registered,53
24-04-2021,2,0,4,22,0,0,0,3,0.54,0.5152,1,0.1642,registered,40
24-04-2021,2,0,4,23,0,0,0,3,0.54,0.5152,1,0.0896,registered,37
25-04-2021,2,0,4,0,0,1,1,3,0.52,0.5,1,0,registered,10
25-04-2021,2,0,4,1,0,1,1,1,0.54,0.5152,1,0.0896,registered,8
25-04-2021,2,0,4,2,0,1,1,1,0.54,0.5152,1,0.0896,registered,9
25-04-2021,2,0,4,3,0,1,1,2,0.5,0.4848,1,0.1045,registered,8
25-04-2021,2,0,4,4,0,1,1,2,0.52,0.5,1,0,registered,4
25-04-2021,2,0,4,5,0,1,1,2,0.46,0.4545,1,0,registered,14
25-04-2021,2,0,4,6,0,1,1,2,0.5,0.4848,1,0,registered,59
25-04-2021,2,0,4,7,0,1,1,2,0.52,0.5,1,0.0896,registered,183
25-04-2021,2,0,4,8,0,1,1,1,0.56,0.5303,0.88,0.1045,registered,326
25-04-2021,2,0,4,9,0,1,1,1,0.6,0.5606,0.83,0.1343,registered,147
25-04-2021,2,0,4,10,0,1,1,1,0.64,0.6061,0.73,0.2239,registered,64
25-04-2021,2,0,4,11,0,1,1,1,0.64,0.6061,0.73,0.2239,registered,94
25-04-2021,2,0,4,12,0,1,1,1,0.66,0.6212,0.74,0.2537,registered,140
25-04-2021,2,0,4,13,0,1,1,1,0.7,0.6515,0.65,0.2239,registered,146
25-04-2021,2,0,4,14,0,1,1,1,0.72,0.6667,0.54,0.2239,registered,99
25-04-2021,2,0,4,15,0,1,1,1,0.74,0.6667,0.51,0.2239,registered,125
25-04-2021,2,0,4,16,0,1,1,1,0.7,0.6515,0.54,0.3582,registered,198
25-04-2021,2,0,4,17,0,1,1,1,0.7,0.6515,0.54,0.2985,registered,441
25-04-2021,2,0,4,18,0,1,1,1,0.68,0.6364,0.57,0.3582,registered,425
25-04-2021,2,0,4,19,0,1,1,1,0.66,0.6212,0.57,0.3284,registered,320
25-04-2021,2,0,4,20,0,1,1,1,0.66,0.6212,0.61,0.2836,registered,195
25-04-2021,2,0,4,21,0,1,1,1,0.62,0.6061,0.69,0.2537,registered,149
25-04-2021,2,0,4,22,0,1,1,1,0.6,0.5909,0.73,0.2985,registered,83
25-04-2021,2,0,4,23,0,1,1,1,0.58,0.5455,0.78,0.2836,registered,53
26-04-2021,2,0,4,0,0,2,1,1,0.62,0.6061,0.69,0.2836,registered,17
26-04-2021,2,0,4,1,0,2,1,1,0.62,0.5909,0.73,0.2836,registered,5
26-04-2021,2,0,4,2,0,2,1,1,0.56,0.5303,0.83,0.3284,registered,9
26-04-2021,2,0,4,3,0,2,1,1,0.54,0.5152,0.88,0.2836,registered,4
26-04-2021,2,0,4,4,0,2,1,1,0.56,0.5303,0.83,0.2537,registered,4
26-04-2021,2,0,4,5,0,2,1,1,0.54,0.5152,0.88,0.2537,registered,16
26-04-2021,2,0,4,6,0,2,1,1,0.56,0.5303,0.88,0.2239,registered,80
26-04-2021,2,0,4,7,0,2,1,1,0.58,0.5455,0.83,0.2985,registered,254
26-04-2021,2,0,4,8,0,2,1,1,0.58,0.5455,0.83,0.2985,registered,417
26-04-2021,2,0,4,9,0,2,1,1,0.64,0.6061,0.73,0.3582,registered,164
26-04-2021,2,0,4,10,0,2,1,1,0.66,0.6212,0.69,0.3582,registered,98
26-04-2021,2,0,4,11,0,2,1,1,0.68,0.6364,0.65,0.3881,registered,132
26-04-2021,2,0,4,12,0,2,1,1,0.7,0.6515,0.61,0.4179,registered,146
26-04-2021,2,0,4,13,0,2,1,1,0.74,0.6667,0.51,0.4478,registered,139
26-04-2021,2,0,4,14,0,2,1,1,0.72,0.6667,0.58,0.3284,registered,115
26-04-2021,2,0,4,15,0,2,1,1,0.7,0.6515,0.61,0.3582,registered,119
26-04-2021,2,0,4,16,0,2,1,1,0.7,0.6515,0.58,0.3881,registered,251
26-04-2021,2,0,4,17,0,2,1,1,0.68,0.6364,0.61,0.3582,registered,455
26-04-2021,2,0,4,18,0,2,1,1,0.68,0.6364,0.65,0.4478,registered,463
26-04-2021,2,0,4,19,0,2,1,1,0.64,0.6061,0.73,0.4179,registered,286
